releaseDate,evolutionId,name,category,inputOverallMax,inputPlaystylePlusMax,outputOverall,positions,rarity,playstylePlusAddCount,playstylePlusAdded,free,repeatable,dateConfidence,sourceUrl
2026-07-17,1138,Gearing Up,100 FUTTIES TOKENS,94,,95,RM,Not Rarity: World Tour Silver Stars,2,Rapid | Finesse Shot,,true,inferred,https://www.futbin.com/26/evolutions/1138/gearing-up
2026-07-17,1139,Gaucho Guardian,200 FUTTIES TOKENS,94,,95,CB,Not Rarity: World Tour Silver Stars,4,Jockey | Intercept | Aerial Fortress | Long Ball Pass,,true,inferred,https://www.futbin.com/26/evolutions/1139/gaucho-guardian
2026-07-17,1140,Far Reach+ and Close Down+,REWARDS,94,,,GK,Not Rarity: World Tour Silver Stars,2,Far Reach | Rush Out,true,true,inferred,https://www.futbin.com/26/evolutions/1140/far-reach-and-close-down
2026-07-17,1141,Incisive Pass+ and Tiki Taka+,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,2,Incisive Pass | Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/1141/incisive-pass-and-tiki-taka
2026-07-18,1142,Low Driven+ and Gamechanger+,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,2,Low Driven Shot | Gamechanger,true,true,inferred,https://www.futbin.com/26/evolutions/1142/low-driven-and-gamechanger
2026-07-18,1143,Precision Header+ and Enforcer+,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,2,Precision Header | Enforcer,true,true,inferred,https://www.futbin.com/26/evolutions/1143/precision-header-and-enforcer
2026-07-18,1144,Prime Marksman,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,2,Power Shot | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1144/prime-marksman
2026-07-18,1145,Perfect Link Up,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,2,Pinged Pass | Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1145/perfect-link-up
2026-07-18,1146,Shutdown,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,2,Jockey | Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/1146/shutdown
2026-07-18,1147,Rapid Resilience,EVOLUTIONS,93,,95,,Not Rarity: World Tour Silver Stars,3,Anticipate | Bruiser | Quick Step,true,2,exact,https://www.futbin.com/26/evolutions/1147/rapid-resilience
2026-07-18,1148,Summer Stars,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/1148/summer-stars
2026-07-19,1149,Mr. Nonchalant,EVOLUTIONS,94,,95,CAM,Not Rarity: World Tour Silver Stars,4,Technical | Finesse Shot | Incisive Pass | Rapid,,true,exact,https://www.futbin.com/26/evolutions/1149/mr-nonchalant
2026-07-19,1150,FoF Pelé V,FOF: PELÉ,95,,96,,Rarity: Festival of Football Icon,1,Pinged Pass,true,true,exact,https://www.futbin.com/26/evolutions/1150/fof-pele-v
2026-07-21,1151,FUTTIES Countdown,TRAINING CAMP,94,,96,,Not Rarity: World Tour Silver Stars,0,,,true,exact,https://www.futbin.com/26/evolutions/1151/futties-countdown
2026-07-24,1152,The Metronome,EVOLUTIONS,96,,98,CM,,4,Pinged Pass | Finesse Shot | Incisive Pass | Gamechanger,,true,exact,https://www.futbin.com/26/evolutions/1152/the-metronome
2026-07-24,1153,Route One,EVOLUTIONS,95,,96,,,2,Anticipate | Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1153/route-one
2026-07-24,1154,Flow State,EVOLUTIONS,95,,96,,,0,,true,4,exact,https://www.futbin.com/26/evolutions/1154/flow-state
2026-07-24,1155,Strike Force Is Back!,200 FUTTIES TOKENS,96,,97,ST,,3,Quick Step | Finesse Shot | Low Driven Shot,,true,inferred,https://www.futbin.com/26/evolutions/1155/strike-force-is-back
2026-07-24,1156,No Way Through,100 FUTTIES TOKENS,96,,97,GK,,4,Far Reach | Footwork | Rush Out | Pinged Pass,,true,inferred,https://www.futbin.com/26/evolutions/1156/no-way-through
2026-07-25,1157,Thread the needle,REWARDS,96,,,,,4,Incisive Pass | Pinged Pass | Tiki Taka | Long Ball Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1157/thread-the-needle
2026-07-25,1158,Set Piece FC,REWARDS,96,,,,,2,Finesse Shot | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1158/set-piece-fc
2026-07-25,1159,Elite Midfielder,100 FUTTIES TOKENS,96,,97,CDM,,4,Intercept | Pinged Pass | Tiki Taka | Anticipate,,true,inferred,https://www.futbin.com/26/evolutions/1159/elite-midfielder
2026-07-25,1160,Speed Merchant,EVOLUTIONS,96,,97,,,3,Rapid | Low Driven Shot | Quick Step,,true,exact,https://www.futbin.com/26/evolutions/1160/speed-merchant
2026-07-26,1161,Dynamic Drive,TRAINING CAMP,95,,96,,,2,Pinged Pass | Quick Step,true,true,exact,https://www.futbin.com/26/evolutions/1161/dynamic-drive
2026-07-26,1162,99 Dribbling,FC 27 PRE ORDER,,,,,,0,,,true,inferred,https://www.futbin.com/26/evolutions/1162/99-dribbling
2026-07-26,1163,99 Physical,FC 27 PRE ORDER,,,,,,0,,,true,inferred,https://www.futbin.com/26/evolutions/1163/99-physical
2026-07-26,1164,Aura Farming,REWARDS,96,,97,CB,,3,Intercept | Anticipate | Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/1164/aura-farming
2026-07-26,1165,Golden Boot,REWARDS,97,,98,,,2,Finesse Shot | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1165/golden-boot
2026-07-26,1166,Make Your National Pride Evolution Part 3 - Anticipate+,SEASON 9 LEVEL: 25,97,,,,Rarity: National Pride,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/1166/make-your-national-pride-evolution-part-3-anticipate
2026-07-26,1167,Make Your National Pride Evolution Part 3 - Bruiser+,SEASON 9 LEVEL: 25,97,,,,Rarity: National Pride,1,Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/1167/make-your-national-pride-evolution-part-3-bruiser
2026-07-26,1168,Make Your National Pride Evolution Part 3 - Finesse+,SEASON 9 LEVEL: 25,97,,,,Rarity: National Pride,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1168/make-your-national-pride-evolution-part-3-finesse
2026-07-27,1169,Make Your National Pride Evolution Part 3 - Rapid+,SEASON 9 LEVEL: 24,97,,,,Rarity: National Pride,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/1169/make-your-national-pride-evolution-part-3-rapid
2026-07-27,1170,Make Your National Pride Evolution Part 3 - Tiki Taka+,SEASON 9 LEVEL: 25,97,,,,Rarity: National Pride,1,Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/1170/make-your-national-pride-evolution-part-3-tiki-taka
2026-07-27,1171,Make Your National Pride Evolution Part 3 - Quick Step+,SEASON 9 LEVEL: 25,97,,,,Rarity: National Pride,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/1171/make-your-national-pride-evolution-part-3-quick-step
2026-07-27,1172,Make Your National Pride Evolution Part 3 - Intercept+,SEASON 9 LEVEL: 25,97,,,,Rarity: National Pride,1,Intercept,true,true,inferred,https://www.futbin.com/26/evolutions/1172/make-your-national-pride-evolution-part-3-intercept
2026-07-27,1173,Make Your National Pride Evolution Part 3 - Incisive Pass+,SEASON 9 LEVEL: 24,97,,,,Rarity: National Pride,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1173/make-your-national-pride-evolution-part-3-incisive-pass
2026-07-27,1174,Make Your National Pride Evolution Part 3 - Low Driven Shot+,SEASON 9 LEVEL: 22,97,,,,Rarity: National Pride,1,Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1174/make-your-national-pride-evolution-part-3-low-driven-shot
2026-07-27,1175,Make Your National Pride Evolution Part 3 - Technical+,SEASON 9 LEVEL: 25,97,,,,Rarity: National Pride,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/1175/make-your-national-pride-evolution-part-3-technical
2026-07-27,1176,National Pride,REWARDS,94,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1176/national-pride
2026-07-27,1177,Cultured Commander,EVOLUTIONS,95,,96,CB,,3,Intercept | Jockey | Block,true,true,exact,https://www.futbin.com/26/evolutions/1177/cultured-commander
2026-07-27,1178,You Shall Not Pass,REWARDS,95,,,CB,,4,Bruiser | Anticipate | Intercept | Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/1178/you-shall-not-pass
2026-07-28,1179,Pink Heritage,REWARDS,96,,97,LW or LM,,4,Finesse Shot | Rapid | Technical | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1179/pink-heritage
2026-07-28,1180,Left behind,EVOLUTIONS,96,,97,LB,,3,Incisive Pass | Pinged Pass | Technical,,true,exact,https://www.futbin.com/26/evolutions/1180/left-behind
2026-07-29,1181,Flair Factory,EVOLUTIONS,95,,,,,1,Technical,true,5,exact,https://www.futbin.com/26/evolutions/1181/flair-factory
2026-07-30,1182,Floor Raiser,EVOLUTIONS,95,,,,,1,Low Driven Shot,true,true,exact,https://www.futbin.com/26/evolutions/1182/floor-raiser
2026-07-31,1183,FUTTIES Blueprint I,EVOLUTIONS,96,,97,CAM,,3,Finesse Shot | Low Driven Shot | Rapid,true,true,exact,https://www.futbin.com/26/evolutions/1183/futties-blueprint-i
2026-07-31,1184,Wind-Up Merchant,EVOLUTIONS,96,,97,CDM,,4,Intercept | Bruiser | Incisive Pass | Pinged Pass,,true,exact,https://www.futbin.com/26/evolutions/1184/wind-up-merchant
2026-07-31,1185,Speed Demon,100 FUTTIES TOKENS,96,,,,,2,Quick Step | Rapid,,true,inferred,https://www.futbin.com/26/evolutions/1185/speed-demon
2026-07-31,1186,Auto Defender,100 FUTTIES TOKENS,96,,,,,3,Anticipate | Intercept | Jockey,,true,inferred,https://www.futbin.com/26/evolutions/1186/auto-defender
2026-07-31,1187,Mr. Undroppable,200 FUTTIES TOKENS,96,,98,LB or RB,,4,Intercept | Quick Step | Jockey | Bruiser,,true,inferred,https://www.futbin.com/26/evolutions/1187/mr-undroppable
2026-08-01,1188,CB Shift,REWARDS,96,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1188/cb-shift
2026-08-01,1189,Bruise Control,REWARDS,96,,97,,,3,Anticipate | Intercept | Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/1189/bruise-control
2026-08-01,1190,Dazzling Dribbler,REWARDS,96,,,,,2,Technical | Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/1190/dazzling-dribbler
2026-08-01,1191,Signed and Delivered,EVOLUTIONS,96,,,,,0,,,true,exact,https://www.futbin.com/26/evolutions/1191/signed-and-delivered
2026-08-02,1192,FUTTIES,COSMETICS,96,,,,,0,,,2,inferred,https://www.futbin.com/26/evolutions/1192/futties
2026-08-02,1193,LW Shift,REWARDS,96,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1193/lw-shift
2026-08-03,1194,FUTTIES Blueprint II,EVOLUTIONS,97,,98,,Rarity: Futties Evo,1,Incisive Pass,true,true,exact,https://www.futbin.com/26/evolutions/1194/futties-blueprint-ii
2026-08-03,1195,The Perfect Break,TRAINING CAMP,95,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1195/the-perfect-break
2026-08-03,1196,The Creative Spark,REWARDS,96,,97,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1196/the-creative-spark
2026-08-03,1197,Let Me Cook,EVOLUTIONS,96,,97,LM or RM,,4,Incisive Pass | Finesse Shot | Pinged Pass | Tiki Taka,,true,exact,https://www.futbin.com/26/evolutions/1197/let-me-cook
2026-08-04,1198,Bail Out,EVOLUTIONS,95,,96,GK,,3,Footwork | Deflector | Cross Claimer,true,true,exact,https://www.futbin.com/26/evolutions/1198/bail-out
2026-08-05,1199,Year of the Fullbacks,EVOLUTIONS,95,,97,LB or RB,,3,Intercept | Anticipate | Aerial Fortress,true,true,exact,https://www.futbin.com/26/evolutions/1199/year-of-the-fullbacks
2026-08-06,1200,The High Line,EVOLUTIONS,96,,,CB,,0,,,3,exact,https://www.futbin.com/26/evolutions/1200/the-high-line
2026-08-06,1201,Max Sweat,REWARDS,96,,97,RW,,4,Quick Step | Rapid | Finesse Shot | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1201/max-sweat
2026-08-07,1202,Born Striker,REWARDS,96,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1202/born-striker
2026-08-07,1203,The Landlord,EVOLUTIONS,95,,96,CB,,5,Bruiser | Pinged Pass | Block | Anticipate | Relentless,,true,exact,https://www.futbin.com/26/evolutions/1203/the-landlord
2026-08-07,1204,Right Route,EVOLUTIONS,95,,96,ST,,3,Quick Step | Finesse Shot | Pinged Pass,true,true,exact,https://www.futbin.com/26/evolutions/1204/right-route
2026-08-07,1205,Too Basic,100 FUTTIES TOKENS,96,,97,,,0,,,true,inferred,https://www.futbin.com/26/evolutions/1205/too-basic
2026-08-07,1206,Posture Check,100 FUTTIES TOKENS,96,,97,CM,,4,Anticipate | Intercept | Bruiser | Pinged Pass,,true,inferred,https://www.futbin.com/26/evolutions/1206/posture-check
2026-08-07,1207,FUTTIES 5th Pinged Pass+,REWARDS,,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/1207/futties-5th-pinged-pass
2026-08-07,1208,FUTTIES 5th Anticipate+,REWARDS,,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/1208/futties-5th-anticipate
2026-08-07,1209,FUTTIES 5th Rapid+,REWARDS,,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/1209/futties-5th-rapid
2026-08-08,1210,FUTTIES 5th Technical+,REWARDS,,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/1210/futties-5th-technical
2026-08-08,1211,Sunny Innit,200 FUTTIES TOKENS,96,,98,LW or RW,,4,Finesse Shot | Technical | Low Driven Shot | Quick Step,,true,inferred,https://www.futbin.com/26/evolutions/1211/sunny-innit
2026-08-08,1212,FUTTIES 5th Intercept+,REWARDS,,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Intercept,true,true,inferred,https://www.futbin.com/26/evolutions/1212/futties-5th-intercept
2026-08-08,1213,FUTTIES 5th Finesse Shot+,REWARDS,,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1213/futties-5th-finesse-shot
2026-08-08,1214,FUTTIES 5th Bruiser+,REWARDS,,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/1214/futties-5th-bruiser
2026-08-08,1215,FUTTIES 5th Low Driven Shot+,REWARDS,,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/1215/futties-5th-low-driven-shot
2026-08-08,1216,Fullback Force,EVOLUTIONS,96,,97,RB,,3,Bruiser | Pinged Pass | Quick Step,,true,exact,https://www.futbin.com/26/evolutions/1216/fullback-force
2026-08-09,1217,FUTTIES 5th Pinged Pass+,TRAINING CAMP,98,,,,Rarity: FUTTIES or Futties Hero or Futties Icon,1,Pinged Pass,,true,exact,https://www.futbin.com/26/evolutions/1217/futties-5th-pinged-pass
2026-08-09,1218,Passing the Test,REWARDS | EXPIRING SOON,98,,98,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1218/passing-the-test
2026-08-10,1219,Striker Instinct,REWARDS,96,,97,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1219/striker-instinct
2026-08-10,1220,Everything at Once,EVOLUTIONS,96,,97,,,0,,,4,exact,https://www.futbin.com/26/evolutions/1220/everything-at-once
2026-08-11,1221,Back Shortly,EVOLUTIONS,95,,96,LB,,3,Anticipate | Pinged Pass | Rapid,true,true,exact,https://www.futbin.com/26/evolutions/1221/back-shortly
2026-08-12,1222,Never Losing It,REWARDS,96,,97,CM,,3,Intercept | Pinged Pass | Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/1222/never-losing-it
2026-08-12,1223,Still Got It,EVOLUTIONS,95,,96,,,3,Rapid | Low Driven Shot | Gamechanger,true,true,exact,https://www.futbin.com/26/evolutions/1223/still-got-it
2026-08-13,1224,RM Roles++,ROLES,99,,,RM,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1224/rm-roles
2026-08-13,1225,CM Roles++,ROLES,99,,,CM,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1225/cm-roles
2026-08-13,1226,RW Roles++,ROLES,99,,,RW,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1226/rw-roles
2026-08-13,1227,LW Roles++,ROLES,99,,,LW,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1227/lw-roles
2026-08-13,1228,CAM Roles++,ROLES,99,,,CAM,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1228/cam-roles
2026-08-13,1229,RB Roles++,ROLES,99,,,RB,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1229/rb-roles
2026-08-13,1230,CB Roles++,ROLES,99,,,CB,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1230/cb-roles
2026-08-13,1231,ST Roles++,ROLES,99,,,ST,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1231/st-roles
2026-08-13,1232,LM Roles++,ROLES,99,,,LM,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1232/lm-roles
2026-08-13,1233,CDM Roles++,ROLES,99,,,CDM,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1233/cdm-roles
2026-08-13,1234,GK Roles++,ROLES,99,,,GK,,0,,,Unlimited,exact,https://www.futbin.com/26/evolutions/1234/gk-roles
2026-08-13,1235,LB Roles++,ROLES,99,,,LB,,0,,,Unlimited,inferred,https://www.futbin.com/26/evolutions/1235/lb-roles
2026-08-13,1236,Max Pace,SEASON 10 LEVEL: 28,,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1236/max-pace
2026-08-13,1237,Max Passing,SEASON 10 LEVEL: 27,98,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1237/max-passing
2026-08-13,1238,Max Shooting,SEASON 10 LEVEL: 21,98,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1238/max-shooting
2026-08-13,1239,Counter Culture,SEASON 10 LEVEL: 1,96,,97,,,3,Low Driven Shot | Finesse Shot | First Touch,true,5,inferred,https://www.futbin.com/26/evolutions/1239/counter-culture
2026-08-13,1240,Two-Way Titan,SEASON 10 LEVEL: 1,97,,98,,,0,,true,5,inferred,https://www.futbin.com/26/evolutions/1240/two-way-titan
2026-08-13,1241,Va Va Voom,"1,000 PRE SEASON TOKENS",97,,98,,,2,Low Driven Shot | Technical,,true,inferred,https://www.futbin.com/26/evolutions/1241/va-va-voom
2026-08-13,1242,Max Defending,SEASON 10 LEVEL: 10,98,,,,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/1242/max-defending
2026-08-13,1243,Hard Yards,SEASON 10 LEVEL: 8,97,,98,,,3,Bruiser | Jockey | Intercept,true,5,inferred,https://www.futbin.com/26/evolutions/1243/hard-yards
2026-08-13,1244,Carpet Football,500 PRE SEASON TOKENS,97,,98,,,2,Technical | Pinged Pass,,true,inferred,https://www.futbin.com/26/evolutions/1244/carpet-football
2026-08-13,1245,The Pivot Point,REWARDS,97,,,,,0,,true,8,inferred,https://www.futbin.com/26/evolutions/1245/the-pivot-point
2026-08-13,1246,Face Value,REWARDS,97,,97,,,2,Pinged Pass | Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/1246/face-value
2026-08-13,1247,Apex Attacker,REWARDS,97,,,,,5,Finesse Shot | Low Driven Shot | Incisive Pass | Rapid | Technical,true,true,inferred,https://www.futbin.com/26/evolutions/1247/apex-attacker
2026-08-13,1249,Back to the Silver Age,EVOLUTIONS,74,,90,ST,,4,Finesse Shot | Low Driven Shot | Rapid | First Touch,true,true,exact,https://www.futbin.com/26/evolutions/1249/back-to-the-silver-age
2026-08-14,1250,97 Times,EVOLUTIONS,97,,98,,,0,,,true,exact,https://www.futbin.com/26/evolutions/1250/97-times
2026-08-14,1251,Passing Focus,EVOLUTIONS,96,,97,,,0,,true,true,exact,https://www.futbin.com/26/evolutions/1251/passing-focus
2026-08-14,1252,Pocket Inspector,100 PRE SEASON TOKENS,97,,98,CB,,2,Bruiser | Anticipate,,true,inferred,https://www.futbin.com/26/evolutions/1252/pocket-inspector
2026-08-15,1253,Creative License,100 PRE SEASON TOKEN STORE,97,,98,CAM,,3,Quick Step | Incisive Pass | Pinged Pass,,true,inferred,https://www.futbin.com/26/evolutions/1253/creative-license
2026-08-15,1254,Class on Grass,200 PRE SEASON TOKENS,97,,98,,,4,Finesse Shot | Low Driven Shot | Power Shot | Rapid,,true,inferred,https://www.futbin.com/26/evolutions/1254/class-on-grass
2026-08-15,1255,Fidget Spinner,EVOLUTIONS,97,,98,,,0,,,true,exact,https://www.futbin.com/26/evolutions/1255/fidget-spinner
2026-08-16,1256,99 SHO,STORE PACK,96,,98,LW or ST or RW,,0,,,true,inferred,https://www.futbin.com/26/evolutions/1256/99-sho
2026-08-16,1257,Quick Step+,TRAINING CAMP,98,,,,,1,Quick Step,,true,exact,https://www.futbin.com/26/evolutions/1257/quick-step
2026-08-17,1258,Guard Duty,REWARDS | EXPIRING SOON,97,,98,,,3,Intercept | Aerial Fortress | Jockey,true,true,inferred,https://www.futbin.com/26/evolutions/1258/guard-duty
